street,latitude,longitude,currentSpeed,freeFlowSpeed,currentTravelTime,freeFlowTravelTime,confidence,roadClosure
Calle Río Cubia,43.3858987,-5.6998925,63,63,167,167,1,False
Calle Blás Lázaro,43.5755556,-5.9606873,40,40,721,721,1,False
Plaza Las Guisanderas,43.5369801,-5.6745511,35,35,231,231,1,False
Calle de Caveda,43.5351321,-5.6621733,24,32,464,348,1,False
Fabrica de Embutidos Vallina,43.5323905,-5.6646225,22,29,419,318,0.998761,False
Calle Santa Ana,43.5377082,-5.6673186,21,35,647,388,0.995621,False
Calle Aida Lafuente,43.53254,-5.7006227,54,54,1118,1118,1,False
Plaza de Kike Gómez Haces,43.5394902,-5.657194,16,23,447,311,0.991986,False
Calle Valentín Palacio Fernández,43.3885516,-5.6618447,47,47,524,524,1,False
Calle Noega,43.528759,-5.6406979,49,49,1147,1147,1,False
Avenida de la Cordillera Cantábrica,43.522575,-5.6475081,108,108,63,63,1,False
Carretera Lloviu - Canero,43.5178183,-5.5790273,49,49,1147,1147,1,False
Calle Foces de Peñas Juntas,43.5379506,-5.6812408,26,26,234,234,1,False
Calle del Campon,43.5390252,-5.7099093,17,25,562,382,0.959637,False
Camín del Pascón,43.458737,-5.7560442,100,100,636,636,1,False
Calle Belarmino Tomás,43.3045231,-5.6900547,31,31,130,130,1,False
Camin del Atayu,43.458737,-5.7560442,100,100,636,636,1,False
Travesía de la Iglesia,43.5476349,-5.7021524,33,33,4,4,1,False
Calle Eduardo Martínez Torner,43.3560399,-5.8586661,61,63,133,129,0.994856,False
Avenida de Colón,43.532837,-5.6658331,24,32,464,348,1,False
Calle Manuel Asur,43.5738949,-5.9583937,34,42,713,577,0.971616,False
Calle Escultor Laviada,37.3464615,-5.8395594,109,109,516,516,1,False
Calle Granados,43.5348197,-5.6506809,21,34,647,399,0.995621,False
Camín de la Maera,43.4795803,-5.7446094,69,69,16,16,1,False
Travesía de San Antonio,42.635518,-6.7262473,37,37,230,230,1,False
Camin de Las Dalias,43.53316,-5.619023,23,23,7,7,1,False
Camín de Los Maruxos,43.4862262,-5.7034707,38,38,282,282,1,False
El Pelame,38.4007831,-0.4088211,36,36,216,216,1,False
Camín de L'Arquera,43.4812239,-5.7051096,38,38,282,282,1,False
Calle del Norte,43.5409561,-5.671798,21,28,233,175,0.983569,False
Calle Alcalde Francisco Orejas Sierra,43.5573018,-5.9277327,20,25,406,325,0.965194,False
Camín de La Braña a la Ctra. del Obispo,43.5130969,-5.6759604,113,113,128,128,1,False
Calle Joaquina Bobela,43.3684065,-5.8457347,18,26,1189,823,0.991499,False
Calle de Los Escritores,36.411357,-5.2125652,110,110,465,465,1,False
Calle La Mata,43.5239137,-5.702883,74,74,668,668,1,False
Calle Lorenzana,40.4571758,-3.7086488,13,21,241,149,1,False
Calle La Fumienta,43.5305191,-5.7155124,54,54,1118,1118,1,False
Barrio Jardín,43.5748117,-5.932622,40,40,721,721,1,False
Calle Príncipe de Asturias,43.5351272,-5.6866626,39,39,477,477,1,False
Calle Postigo Bajo,43.3617821,-5.8403329,32,41,48,37,0.99,False
Calle Peña Santa,43.5259479,-5.6802332,28,36,404,314,0.997314,False
Camín de La Unión,43.4795803,-5.7446094,69,69,16,16,1,False
Camino del Melón,43.5334359,-5.7015271,18,25,157,113,0.982683,False
Camín Vieyu de El Musel,43.5451848,-5.7018595,42,42,462,462,1,False
Tresvalles,43.545229,-5.6619245,21,28,233,175,0.983569,False
Carretera Oviedo - Viella,43.4206987,-5.7913742,62,62,840,840,1,False
Camín de La Zampulla,43.4795803,-5.7446094,69,69,16,16,1,False
Calle de La Estación,43.5409387,-5.6662687,21,35,647,388,0.995756,False
Calle León XIII,43.532666,-5.6589857,19,29,486,318,1,False
Calle Ruperto Velasco,43.5430789,-5.6647712,20,28,245,175,0.988344,False
El Cabañón,38.4007831,-0.4088211,36,36,216,216,1,False
Clinica N. S. de Covadonga,43.5299429,-5.6490638,28,28,258,258,1,False
Calle Llamaoscura,-37.8430992,-57.5036199,72,72,1148,1148,1,False
Camín de Casa Aurelio,43.527819,-5.6041024,35,35,262,262,1,False
Plaza de la Fuente,42.2551507,-2.6291881,74,74,964,964,1,False
Camín de Granda a Contrueces,43.5083504,-5.6617108,115,115,300,300,1,False
Travesía Francisco González Argüelles,37.7751693,-3.8021303,32,32,423,423,1,False
Calle Marcos del Torniello,43.6158157,-5.7961681,25,25,225,225,1,False
Plaza del Cardenal Tarancón,39.9833573,-0.0296408,45,52,259,224,1,False
Camino del Molín,43.500996,-5.7271324,60,60,263,263,1,False
Senda del Ferrocarril de Lieres (Abandonado),43.4706574,-5.6349814,48,48,1664,1664,1,False
Camino de Los Caleros,43.5167636,-5.668944,108,108,66,66,1,False
Camín de José el Maestro,43.5457725,-5.7074938,73,73,663,663,1,False
Calle La Xana,43.5593787,-5.9813529,33,42,735,577,0.966858,False
Estadio Nuevo Ganzábal,40.5124748,-4.301451,39,39,69,69,1,False
Camino de El Marce,43.468412,-5.6420901,48,48,1664,1664,1,False
Camino de Llavandera,43.4691725,-5.6337598,48,48,1664,1664,1,False
Camino de La Muria,43.5266197,-5.697569,36,36,97,97,1,False
Calle Pintor Mariano Moré,43.5408733,-5.6697923,29,35,278,231,0.988872,False
Calle La Magdalena,24.0018222,-104.6441454,30,30,553,553,1,False
Calle Jacobo Olañeta,43.541743,-5.6601944,15,23,477,311,0.991986,False
Vía de servicio de la AS-17 al Parque Tecnológico,43.4207687,-5.8255775,84,84,126,126,1,False
Carretera de Torazu,38.5683683,-6.3507308,76,76,693,693,1,False
Carretera Irún-Santiago,41.75831,-4.9017571,87,87,687,687,1,False
Calle Rui Pérez,36.685747,-6.1324973,18,23,605,473,0.98642,False
Calle Carlos Bousoño,40.3466308,-3.5251877,120,120,152,152,1,False
Calle Piloña,43.5186213,-5.6623149,48,48,1664,1664,1,False
Plaza de las Brigadas Internacionales,43.5191514,-5.6731109,25,25,329,329,1,False
Calle Rafael Suárez,20.5246764,-97.4244337,27,27,1012,1012,1,False
Calle Andalucía,43.5284007,-5.6702104,20,25,199,159,0.979782,False
Calle la Oliva,22.1836823,-101.0605217,21,21,998,998,1,False
Calle Nachín de Nacha,43.3843693,-5.8159101,77,77,124,124,1,False
Calle de Los Ilustradores,43.5323295,-5.6587064,19,29,486,318,0.998761,False
Calle Victoria Kent,43.5369051,-5.6927423,42,42,462,462,1,False
Calle Río Eo,43.5236288,-5.6737329,53,53,1368,1368,1,False
Calle Paraíso,40.5051388,-2.4451383,69,69,644,644,1,False
Camín de Granda a Cabueñes,43.5121153,-5.6479027,85,85,19,19,1,False
Calle 27 de Diciembre,43.5448255,-5.6633566,20,29,245,169,0.988344,False
Calle Joaquín García Caveda,43.4811531,-5.4392569,36,36,47,47,1,False
Calle El Fontán,43.5602918,-5.7055466,42,42,462,462,1,False
Calle Los Astures,43.4870283,-5.6522603,36,36,914,914,1,False
Puerto de Tarna,43.5316127,-5.6741476,25,32,445,348,1,False
Carretera Gijón - Avilés,43.5491954,-5.7302513,74,74,668,668,1,False
Calle Fernando Vela,43.5266815,-5.6680419,20,25,199,159,0.979782,False
Calle Matadero Viejo,43.5413984,-5.6700281,19,28,258,175,0.988344,False
Glorieta de Cerdeño,37.4096601,-6.0358804,24,43,134,75,0.98,False
Avenida de Las Industrias,43.5374451,-5.698032,18,26,531,367,0.962914,False
Calle Maestro Don Honorio,43.3098545,-5.6904806,30,38,210,165,0.975553,False
Calle Puerto de Leitariegos,43.5337216,-5.6742885,23,23,67,67,1,False
Calle Jesús Alonso Braga,43.3071653,-5.6927918,51,51,950,950,1,False
Calle del Arquitecto Miguel Díaz Negrete,43.5358988,-5.7061577,17,26,166,108,0.978415,False
Camín del Campón,43.458737,-5.7560442,100,100,636,636,1,False
Plaza de La Braña,43.5121105,-5.6657776,115,115,300,300,1,False
Plaza de los Donantes,43.5175567,-5.6708111,25,25,329,329,1,False
Túnel de La Calabaza,43.4067664,-5.6860789,113,113,120,120,1,False
Camín del Pradón,43.458737,-5.7560442,100,100,636,636,1,False
Avenida de la Pecuaria,43.5269801,-5.6196501,49,49,1147,1147,1,False
Camino de Las Madreselvas,43.529579,-5.6275891,15,29,179,92,0.99,False
Calle Armando Álvarez Palacio,43.3635911,-5.8351646,18,27,1202,801,0.9929,False
Calle Gregorio García Jove,43.5463282,-5.6620958,44,44,552,552,1,False
Calle Juan Ramón Jiménez,-34.4607329,-58.7988916,39,39,1029,1029,1,False
Cai Cañada Real,42.1044032,-5.2210437,100,100,301,301,1,False
Avenida de La Metalurgia,43.5271861,-5.7127476,54,54,1118,1118,1,False
Carretera de Veranes,43.4860175,-5.7583282,62,62,838,838,1,False
Calle Manuel Fernández Avello,43.372314,-5.8394983,92,92,86,86,1,False
Calle el Puente,42.2714759,-6.1450269,80,80,1134,1134,1,False
Camín de Las Malvas,43.5299503,-5.6255178,15,29,179,92,0.99,False
Camino de los Sauces,43.5477682,-5.6344747,50,50,458,458,1,False
GJ-81 Acceso Sur a Gijón,43.5317665,-5.682925,87,87,51,51,1,False
Estación Servicio Foro,37.6534166,-1.007712,36,47,838,642,0.974501,False
Paseo de Rigoberta Menchú,43.518012,-5.6692079,48,48,971,971,1,False
Florez Estrada,43.541789,-5.7007222,17,25,562,382,0.966338,False
Calle Fernando Morán Lavandera,43.535545,-5.6610495,23,35,591,388,0.996359,False
Carretera Avilés - Cabo Peñas,43.5539816,-5.8949315,51,57,494,442,0.975747,False
Camín de Casa Mariona,43.5033297,-5.5969193,50,50,1092,1092,1,False
Subestacion HC,43.5009741,-5.6644216,46,46,222,222,1,False
Camino de La Mayoraza,43.4632534,-5.6425937,36,36,914,914,1,False
Plaza de Los Lectores,43.5175567,-5.6708111,25,25,329,329,1,False
Calle Doctor Amalio Telenti,43.3552628,-5.86789,14,21,132,88,0.95,False
Calle La Galera,-34.618632,-58.661473,33,33,1087,1087,1,False
Camín de la Rambla,43.4795803,-5.7446094,69,69,16,16,1,False
General Gutiérrez Mellado,43.5181262,-5.6695324,48,48,971,971,1,False
Calle Playa de La Ñora,43.4856088,-5.4377132,32,32,109,109,1,False
Calle Estibadores,43.4861412,-5.6522602,36,36,914,914,1,False
Camino de La Fresneda,37.2149927,-3.7553915,50,50,606,606,1,False
Calle Garcilaso de la Vega,43.5386754,-5.6556626,15,23,477,311,0.991986,False
Calle bo. del Candin,42.8150786,-6.4958167,37,37,272,272,1,False
Accesu Candás oeste,-32.8980634,-68.816381,40,40,406,406,1,False
Calle Gregorio Aurre,43.3084599,-5.6913676,35,35,179,179,1,False
Calle Emile Robin,43.5590419,-5.9222717,23,31,434,322,0.98111,False
Calle La Cultura,-11.3254112,-74.52984,56,56,985,985,1,False
Calle Leopoldo Calvo Sotelo,40.0274769,-6.0906691,31,42,859,634,0.922089,False
Camín de los Burullinos,43.4862262,-5.7034707,38,38,282,282,1,False
Calle Río de Oro,43.5299186,-5.6630989,48,48,1664,1664,1,False
Calle Historiador Juan Uria,43.3699538,-5.8424524,24,31,945,731,0.972726,False
Calle Hermanos Villanueva,43.5052925,-5.7004914,102,102,640,640,1,False
Parking La Estación,43.5407689,-5.7221987,24,24,108,108,1,False
Camino de La Parra,43.5519716,-5.7050079,42,42,462,462,1,False
Calle Ferrocarril de Lieres Abandonado,43.4708366,-5.6265781,48,48,1664,1664,1,False
Puente medieval de Recuna,43.5168733,-5.5843036,50,50,1092,1092,1,False
Calle Ramón del Valle Ballina,43.5189153,-5.6682775,48,48,971,971,1,False
Calle Pintor Paulino Vicente,-35.030717,-58.4377896,56,56,999,999,1,False
Calle de Gaspar García Laviana,43.5261776,-5.6696148,20,25,199,159,0.979782,False
Travesía del Hospital,43.5498065,-5.703016,42,42,462,462,1,False
Hotel,43.5090897,-5.6949084,102,102,640,640,1,False
Calle Arzobispo Francisco Álvarez,43.4416721,-5.8546177,59,59,853,853,1,False
Plaza del Padre Máximo González,43.5395632,-5.6780243,26,26,67,67,1,False
Calle del Cuadrante,43.5228465,-5.6002281,45,45,540,540,1,False
Calle Maximino Miyar,43.477087,-5.4369214,38,38,1864,1864,1,False
Calle Hernando Soto,43.5406224,-5.7061207,18,25,531,382,0.963384,False
Calle Cueto,43.5406637,-5.694928,42,42,462,462,1,False
Calle La Luz,43.540194,-5.6820205,26,26,234,234,1,False
Camino de Las Quintanas Luera,43.5373286,-5.9131646,47,47,205,205,1,False
Calle Vicente Fernández,43.5457771,-5.7002968,42,42,462,462,1,False
Calle Azorín,43.5185543,-5.6702025,48,48,971,971,1,False
Calle Rector Leopoldo Alas Hijo,43.3587615,-5.8698621,19,27,1127,793,0.989961,False
Museo Etnografico del Pueblo de Asturias,43.5382741,-5.6330111,45,45,540,540,1,False
Carretera de La Venta Veranes a Somonte,43.480562,-5.7509552,62,62,840,840,1,False
Camín de La Guarida,43.5067547,-5.8100451,112,112,100,100,1,False
Camino de la Ermita,43.4836895,-5.7705352,62,62,838,838,1,False
Camín de la Fuente,43.4821251,-5.7193765,62,62,840,840,1,False
Carretera Gijon - Oviedo,43.453009,-5.7612028,62,62,840,840,1,False
Calle Lugar Alto el Caleyo,43.5326489,-5.6555303,22,33,329,219,0.995903,False
Calle Pablo Laloux,43.5777223,-5.9569862,41,41,711,711,1,False
Calle Martín,43.541267,-5.70409,18,25,531,382,0.963384,False
Ramal de la LL-3 al Parque Tecnológico,43.4290036,-5.8169837,102,102,640,640,1,False
Carretera de Mareo a Granda,43.5001181,-5.6861562,53,53,1368,1368,1,False
Camino del Santuario,43.5185749,-5.6612491,48,48,1664,1664,1,False
Calle José Uría Uría,43.3820971,-5.8155868,89,89,77,77,1,False
Calle Planetas,-41.1126128,-71.4544816,27,33,1725,1411,0.643462,False
Camín de Porreza,43.5176117,-5.7150065,117,117,194,194,1,False
Calle la Cuatreada,43.5271131,-5.7103701,54,54,1118,1118,1,False
Calle Marqués Valero de Urría,43.3700891,-5.8389964,24,31,945,731,0.972007,False
Calleja Chinchón,43.5372547,-5.9432383,49,49,1644,1644,1,False
Ronda Sur,41.6076899,-4.7524089,109,109,76,76,1,False
Avenida de San Pedro de los Arcos,43.3664391,-5.8585735,36,36,764,764,1,False
Calle La Manzana,-37.8696648,-72.6587613,45,45,1625,1625,1,False
Parque Mánfer de la Llera,43.527923,-5.6672211,26,26,153,153,1,False
Camín de La Estación,43.4832107,-5.7189739,62,62,840,840,1,False
Camín de La Quintana,43.4932103,-5.6699121,115,115,300,300,1,False
Calle Ramón Areces,43.5227968,-5.6752139,25,32,445,348,1,False
Calle Chopin,43.529232,-5.6841107,87,87,51,51,1,False
Cai La Cortina,43.4534773,-5.6210951,48,48,1664,1664,1,False
Calle Puerto de Pajares,43.5349025,-5.67455,28,28,263,263,1,False
Parking Hospital San Agustín,43.5413878,-5.6599796,14,23,511,311,0.991981,False
Camín de La Parra,43.4701524,-5.7343911,62,62,840,840,1,False
Camino del Rubín,43.5451923,-5.7083376,18,25,531,382,0.963057,False
Calle Alonso de Quintanilla,43.5398219,-5.7059454,18,25,531,382,0.961396,False
Camín de los Crisantemos,43.4862262,-5.7034707,38,38,282,282,1,False
Camin de Colate,43.4850737,-5.6199934,49,49,1450,1450,1,False
Camín de Los Robles,43.4862262,-5.7034707,38,38,282,282,1,False
Camino de los Pinos,43.5405636,-5.6249893,49,49,463,463,1,False
Calle Bimenes,43.3572636,-5.512215,60,60,446,446,1,False
Carretera Cancienes - Tabaza y Tamón,43.530544,-5.6547523,21,28,344,258,1,False
Calle Picos de Europa,43.5368959,-5.6813543,35,35,231,231,1,False
Carretera Oviedo-Porceyo,43.4909718,-5.7182191,62,62,838,838,1,False
Travesía Jorge Juan,43.5370615,-5.9038464,47,47,211,211,1,False
Calle Doctor Aquilino Hurlé,43.5384675,-5.6481821,22,35,618,388,0.997027,False
Calle Gutiérrez de Hevia,43.4845968,-5.4356794,116,116,578,578,1,False
Carretera Carbonera,43.5171094,-5.67608,48,48,971,971,1,False
Camín del Reguerón,43.458737,-5.7560442,100,100,636,636,1,False
Carretera Irún - Santiago,41.75831,-4.9017571,87,87,687,687,1,False
Salida Sur de Oviedo,43.5219611,-5.6833465,25,32,445,348,1,False
Calle Manuel Fresno,43.5129198,-5.7260058,60,60,263,263,1,False
Camino de La Bustia,43.4690429,-5.6257986,48,48,1664,1664,1,False
Camino de Los Tejos,43.5473397,-5.6326826,50,50,458,458,1,False
Calle del Quirinal,43.5592801,-5.9314641,20,25,406,325,0.958233,False
Los Arandanos,-37.1126249,-72.0053318,45,45,972,972,1,False
Calle Miguel Hernández,43.5230556,-5.6858061,33,37,113,101,0.578758,False
Camín del Gaiteru,43.458737,-5.7560442,100,100,636,636,1,False
Instituto,43.5433218,-5.6630246,20,28,245,175,0.983569,False
Plaza de La Constitución,43.5311119,-5.6729924,30,36,377,314,0.993951,False
Peru,43.5405208,-5.6965072,18,25,531,382,0.966933,False
Universidad Laboral,36.735413,-4.4651228,43,43,1998,1998,1,False
Pasaje La Viesca,43.350507,-5.8583706,61,63,133,129,0.987803,False
Calle Río Esva,43.518828,-5.6634757,48,48,1664,1664,1,False
Calle de el Castaño,43.5425888,-5.7092119,42,42,462,462,1,False
Campos de El Mortero,43.5402517,-5.7106663,18,25,531,382,0.966933,False
Túnel de ensayos,43.5127838,-5.6127756,104,104,589,589,1,False
APTA,43.5254853,-5.6407927,49,49,1147,1147,1,False
Urbanización Las Vinadas,43.5389874,-5.8904541,42,42,227,227,1,False
Camín de los Enebros,43.4862262,-5.7034707,38,38,282,282,1,False
Calle Rederas,-37.8430992,-57.5036199,72,72,1148,1148,1,False
Calle Mario San Martín,-33.076257,-68.490119,52,52,1319,1319,1,False
Calle Nicolás y Pepín Rivero,43.3538012,-5.8418142,40,40,153,153,1,False
Calle Jardín,43.5298622,-5.6323302,21,23,155,141,0.704401,True
"Luis Suárez ""Ximielga""",43.3779165,-5.792953,31,31,180,180,1,False
Calle de José Loredo Aparicio,43.3123666,-5.6905917,30,38,210,165,0.972919,False
Callejón de Nava,43.5461205,-5.6635454,28,28,263,263,1,False
Calle Jesús Castro,25.0798341,-108.0594127,98,98,2115,2115,1,False
Camín de La Quinta,43.4795803,-5.7446094,69,69,16,16,1,False
Camino de Cantos,43.5055575,-5.7196311,60,60,263,263,1,False
Plaza del Deporte Adaptado,43.3667238,-5.8808297,54,54,550,550,1,False
Calle Conde de Toreno,43.530972,-5.6509868,21,27,344,268,1,False
El Alto,43.5326489,-5.6555303,21,33,345,219,0.995903,False
Estación de La Carrera,38.5638684,-6.3499114,76,76,693,693,1,False
Camín de L'Arrionda,43.4862262,-5.7034707,38,38,282,282,1,False
Calle María Bandujo,43.5465562,-5.6620483,44,44,552,552,1,False
Calle Concejo de Degaña,43.5219852,-5.6497183,110,110,42,42,1,False
Travesía de La Cotariella,43.5260152,-5.6104197,41,41,683,683,1,False
Calle Carlos Ciaño Canto,43.4852257,-5.4292338,53,53,1374,1374,1,False
Plaza central,37.3791112,-122.1165736,24,38,150,94,1,False
Plaza de Compostela,43.5325266,-5.666316,25,32,445,348,1,False
Camin de la Regata del Llobu,43.5582353,-5.7084769,48,48,163,163,1,False
Calle El Puente,42.2714759,-6.1450269,80,80,1134,1134,1,False
Calle Canarias,43.5256505,-5.677636,25,32,445,348,1,False
Calle Santiago,43.5274506,-5.6607312,19,29,486,318,1,False
Avenida Gaspar García Laviana,43.5261776,-5.6696148,22,25,181,159,0.979782,False
Calle Mancomunidad del Cabo Peñas,37.5758334,-1.2494752,34,34,199,199,1,False
Calle Santa María,43.5333558,-5.6651751,23,32,484,348,1,False
Calle General Sabino Fernández Campo,43.3696437,-5.8342674,25,25,71,71,1,False
Camín de Cagüezo,43.4856969,-5.6703057,47,47,193,193,1,False
Calle Nozalera,-37.8430992,-57.5036199,72,72,1148,1148,1,False
Camín de la Fonte'l Cuetu,43.4871617,-5.6301164,33,33,152,152,1,False
Calle del Bosque,-40.1531162,-71.3349278,47,47,858,858,1,False
Camín de la Blaguera,43.4795803,-5.7446094,69,69,16,16,1,False
Cai La Cuesta,43.5379965,-5.5893631,44,44,552,552,1,False
Camín de la Fuente del Álamo,43.4887322,-5.6920345,49,49,209,209,1,False
Calle Casa de Campanal,43.5389556,-5.6540076,14,23,511,311,0.991981,False
Calle de La Azucarera,36.7471829,-3.5278805,44,44,216,216,1,False
Travesia 2,43.5452906,-5.6190904,49,49,463,463,1,False
Plaza de la Estación,43.5407805,-5.6723363,19,28,258,175,0.983569,False
Enlace AS-266,43.4063759,-5.8059088,25,31,907,731,0.973146,False
Paseo Antonio Garcia Oliveros,43.3587728,-5.8435726,23,31,262,194,0.99,False
Area de Servicio Robledo,39.2370648,-4.3372277,57,57,60,60,1,False
Carretera de Santurio,43.5088268,-5.617888,41,41,683,683,1,False
Carril Bici Av. Constitución,43.5311119,-5.6729924,30,36,377,314,0.993744,False
Avenida Cristo de las Cadenas,43.3539719,-5.8662408,18,27,1202,801,0.990208,False
Calle Navarra,43.5374655,-5.6510452,15,23,477,311,0.991981,False
Plaza del Mestizaje,43.5253031,-5.6685766,23,29,173,137,0.99,False
Pasaje de la Higuera,28.0901442,-15.541059,43,43,353,353,1,False
Camín de La Romia,43.4795803,-5.7446094,69,69,16,16,1,False
Parque de Teodoro Cuesta,43.53905,-5.6722083,28,28,263,263,1,False
Camino el Barriosu,43.4606632,-5.6531752,36,36,914,914,1,False
Camino de las Carbayinas,43.4709524,-5.6487063,36,36,914,914,1,False
Calle La Espinera,43.489023,-5.6500769,36,36,914,914,1,False
Avenida Juan Carlos I,41.8800515,-5.0452421,28,38,169,124,0.99,False
Calle Manuel Vigil Montoto,43.5368518,-5.7152283,46,46,56,56,1,False
Urbanización La Pomarada,43.5293171,-5.6308444,16,30,167,89,0.99,False
Camin de Santa Maria,43.5333558,-5.6651751,24,32,464,348,1,False
Avenida de España,41.6608277,-4.7470655,37,37,227,227,1,False
Camín de La Xacona,43.4795803,-5.7446094,69,69,16,16,1,False
Camino de Las Begonias,43.5365985,-5.625483,45,45,540,540,1,False
Corrada de la poesía,43.5199264,-5.6144581,50,50,1092,1092,1,False
Pasaje Francisco García Díaz,43.3627066,-5.8623132,31,31,35,35,1,False
Puerto de Luanco,21.121534,-101.6987671,27,27,126,126,1,False
Calle Marcha del Hierro,43.5641879,-5.922879,33,46,385,276,0.97806,False
Calle Albéniz,43.5332618,-5.6511892,20,27,361,268,1,False
Hernán Cortés,43.5401007,-5.7037245,19,26,503,367,0.960785,False
Avenida de Lloreda,43.5250214,-5.7134478,54,54,1118,1118,1,False
"Acceso al Puerto de El Musel, por Aboño",43.5650047,-5.7097745,39,39,477,477,1,False
Calle Peña Brava,43.4225869,-5.8176908,100,100,636,636,1,False
Vial 2,39.2227975,-1.9313371,97,97,651,651,1,False
Calle Uruguay,43.5398986,-5.6978491,19,26,503,367,0.960785,False
Camín del Reburiu,43.458737,-5.7560442,100,100,636,636,1,False
Calle San Rufino,43.532638,-5.6434742,21,34,647,399,0.997027,False
Paseo fluvial del Rio Piles,43.1692288,-5.8289114,42,42,1702,1702,1,False
Calle Alfonso Muñoz de Diego,43.3590033,-5.8723682,19,26,1127,823,0.991526,False
Calle Principado de Asturias,43.5351272,-5.6866626,39,39,477,477,1,False
Los Cerezos,43.5443681,-5.613869,49,49,463,463,1,False
Calle Profesor Miguel Ángel González Muñiz,43.5344338,-5.6590784,19,29,486,318,1,False
Calle W-7,43.5314544,-5.6921099,56,56,886,886,1,False
IA2,41.560919,2.0429234,46,55,105,88,0.997684,False
Mirador Playa Salinas,26.5123996,-100.1949533,26,26,152,152,1,False
Acceso de los colegios,40.0972879,-1.5005559,92,92,372,372,1,False
La Peñuca,43.4652529,-5.7295815,41,41,837,837,1,False
Calle Concejo de Quirós,43.5229829,-5.645482,108,108,63,63,1,False
Enlace AS-381 AS-17,43.4940717,-5.7172388,50,50,25,25,1,False
Camino de Alvarillo Granda,43.5075933,-5.6636795,115,115,300,300,1,False
Avenida de las Industrias,43.5374451,-5.698032,19,26,503,367,0.960785,False
Cruz Roja,2.4826434,-76.565825,32,40,910,728,0.981339,False
Barrio Urquijo,43.3101985,-5.6876248,53,53,1464,1464,1,False
Camín de Rafael San Juan Roques,43.53772,-5.6202023,44,44,552,552,1,False
Calle Julio Somoza,43.5437893,-5.6618387,44,44,552,552,1,False
Calle San Juan de Dios,-32.9076042,-68.8346958,65,65,258,258,1,False
Salida a A-64,20.8992668,-100.7526671,14,17,825,679,0.940591,False
Plaza de La Luz,36.6962154,-4.4536579,35,45,488,380,0.996945,False
La Guia,43.5287126,-5.6331235,25,34,257,189,1,False
Calle Angustias Pinto,43.3847693,-5.8163815,77,77,124,124,1,False
Acceso a Soto de Ribera,20.1110887,-98.7298663,25,25,747,747,1,False
Antigua N-634,43.2085015,-2.4225066,58,58,354,354,1,False
Plaza Sixto Álvarez Armán,43.3734335,-5.8292034,53,53,104,104,1,False
Callejón de las Fieras,40.4726879,-5.3289951,40,40,70,70,1,False
Plaza del Curullu,43.5162076,-5.6394925,104,104,45,45,1,False
Calle Manolo Ponteo,43.3885481,-5.8245229,45,45,408,408,1,False
Plaza de las Madres de la Plaza de Mayo,37.6701846,-5.9903871,50,50,1387,1387,1,False
Calle Paulino Vicente (Pintor),43.3993067,-5.8048512,36,36,161,161,1,False
Camino de Los Llanos,43.483163,-5.7732547,116,116,228,228,1,False
Monsacro,43.5260339,-5.6838134,23,32,484,348,1,False
Camin de los Castañales,43.4862262,-5.7034707,38,38,282,282,1,False
Acceso Sur de Oviedo,42.5720171,-5.5677532,77,77,118,118,1,False
Calle Foncalada,-37.8430992,-57.5036199,72,72,1148,1148,1,False
Calle El Cortijo,-33.3787248,-70.6885069,101,101,225,225,1,False
Calle de San Juan,43.5170104,-5.6753472,48,48,971,971,1,False
Apeadero de Montiana,43.5269812,-5.7480304,48,48,408,408,1,False
Camín de la Baragaña,43.483671,-5.7011084,38,38,282,282,1,False
Calle José Antonio Elola Olaso,43.3670522,-5.8311339,18,26,1189,823,0.99015,False
Calle de La Unión,39.4762391,-0.4599567,28,28,141,141,1,False
Camin del Estanco,43.458737,-5.7560442,100,100,636,636,1,False
Avenida Soto Mayor,43.3429532,-5.9768808,29,29,949,949,1,False
Camín de Llantones,43.481182,-5.6799461,115,115,300,300,1,False
Calle Alfonso VII,43.4292148,-7.3631719,50,50,1107,1107,1,False
Carretera de la estación,38.5638684,-6.3499114,76,76,693,693,1,False
Calle Fuertes Acevedo,43.3584394,-5.8689144,18,26,1202,832,0.986528,False
Camín de la Fuente Piñera,43.4821251,-5.7193765,62,62,840,840,1,False
Camín de Francisco,43.4662503,-5.7051709,41,41,837,837,1,False
Plaza de Nicanor Piñole,43.5378636,-5.6615868,16,23,447,311,0.988186,False
Camín del Traveseru,43.458737,-5.7560442,100,100,636,636,1,False
La Cuesta El Regauriu,20.9626857,-101.3471358,60,60,284,284,1,False
Plaza San Miguel,43.5393585,-5.6579971,16,23,447,311,0.988186,False
Carretera de Santa Marina,42.5189349,-7.6715463,57,57,220,220,1,False
Camín de la Cibiella,43.5219356,-5.5969599,49,49,1147,1147,1,False
Camín de La Pontica,43.5229541,-5.5970755,45,45,540,540,1,False
Salida AS-II,43.5116625,-5.6873433,102,102,640,640,1,False
Camín de la Llanar,43.4832107,-5.7189739,62,62,840,840,1,False
Aparcamiento Municipal Plaza Castilla,42.6592695,-4.3106959,72,72,786,786,1,False
Calle Maestra Josefina Artime,43.6123193,-5.796513,26,26,221,221,1,False
Calle Narciso Monturiol,43.5282616,-5.6914587,36,36,102,102,1,False
Camín de Los Nardos,43.4862262,-5.7034707,38,38,282,282,1,False
La Grapona,43.5088807,-5.8079412,56,56,886,886,1,False
Centro de Salud de Vega,16.724027,-98.3714073,40,40,1957,1957,1,False
